1000,	1.000000,		827.105530,	812.578735,	421.239868	
999,	2.000000,		301.729401,	835.284485,	326.327301	
998,	3.000000,		228.118744,	948.111450,	361.087891	
997,	4.000000,		356.021820,	311.739471,	196.684677	
996,	5.000000,		64.325905,	57.550797,	298.708069	
995,	6.000000,		384.922852,	780.778442,	879.231140	
994,	6.000000,		477.485474,	247.467484,	6.127110	
993,	6.000000,		734.603943,	404.515747,	722.976379	
992,	7.000000,		600.902344,	513.649902,	496.620605	
991,	10.000000,	801.744629,	371.860931,	962.424622	
990,	11.000000,	515.877747,	695.875916,	686.995056	
989,	12.000000,	463.691132,	353.641388,	112.880859	
988,	13.000000,	779.893372,	748.917114,	19.219551	
987,	14.000000,	913.900146,	899.709045,	73.054199	
986,	15.000000,	240.234589,	938.009827,	963.096008	
985,	16.000000,	883.839417,	580.393921,	273.957550	
984,	17.000000,	864.490723,	516.060913,	481.025635	
983,	18.000000,	760.300537,	100.673454,	942.770691	
982,	19.000000,	132.901001,	995.048889,	866.199768	
981,	20.000000,	114.132118,	584.300293,	636.822632	
980,	21.000000,	275.422424,	915.853333,	991.386658	
979,	22.000000,	277.955475,	868.397095,	277.253540	
978,	23.000000,	417.852325,	671.155945,	55.414501	
977,	24.000000,	461.890533,	89.503677,	590.922791	
976,	25.000000,	658.063538,	70.246498,	509.865631	
975,	26.000000,	111.049744,	201.354019,	787.217834	
974,	27.000000,	343.692352,	579.417297,	115.047668	
973,	28.000000,	404.332611,	474.403107,	71.101013	
972,	29.000000,	498.482208,	149.411514,	141.110474	
971,	30.000000,	601.512695,	606.700867,	853.351440	
970,	31.000000,	562.510071,	880.329834,	713.485107	
969,	32.000000,	986.503723,	953.024902,	887.898376	
968,	33.000000,	507.271545,	95.302193,	337.771759	
967,	34.000000,	54.865170,	676.801880,	670.606628	
966,	35.000000,	73.023682,	327.090271,	842.486877	
965,	36.000000,	978.782532,	477.271851,	895.802673	
964,	36.000000,	489.418213,	887.043884,	480.506836	
963,	36.000000,	875.721497,	59.046204,	214.202301	
962,	36.000000,	697.157715,	711.440369,	854.999451	
961,	40.000000,	638.043396,	828.784058,	593.425293	
960,	41.000000,	919.424011,	690.474182,	803.606262	
959,	42.000000,	665.326904,	536.874512,	871.906677	
958,	43.000000,	558.268005,	303.224792,	520.882813	
957,	44.000000,	416.112762,	868.549683,	248.718735	
956,	45.000000,	940.146118,	736.618164,	135.037292	
955,	46.000000,	876.576050,	440.497040,	85.871971	
954,	47.000000,	530.404602,	378.361359,	818.651917	
953,	48.000000,	458.960754,	413.915436,	143.551956	
952,	49.000000,	4.387555,		272.095917,	419.988617	
951,	50.000000,	118.984558,	106.990784,	848.376953	
950,	51.000000,	126.766777,	428.076019,	682.478333	
949,	52.000000,	240.967041,	711.104675,	31.091249	
948,	53.000000,	877.644165,	425.817657,	495.888153	
947,	54.000000,	707.839172,	607.707947,	394.230988	
946,	55.000000,	796.495483,	143.521439,	422.857361	
945,	56.000000,	177.702164,	972.129517,	399.754852	
944,	57.000000,	220.916382,	335.238708,	88.496567	
943,	58.000000,	551.248718,	461.798981,	934.866394	
942,	59.000000,	98.231972,	769.974854,	40.155247	
941,	60.000000,	560.648438,	944.968018,	637.829712	
940,	61.000000,	472.541504,	376.286102,	497.353027	
939,	62.000000,	968.986084,	555.277161,	776.658447	
938,	63.000000,	719.863464,	923.238831,	149.136841	
